date	issue	state	title
2014-10-14	16	closed	śiva's bow -> Śiva's bow
2014-10-04	15	closed	11 Undeciphered Source Abbreviations
2014-10-04	14	closed	Normalized Lexical Information
2014-10-04	13	closed	ifc forms of paYcasahasrI
2014-09-24	12	closed	List of Proper Names (N.)
2014-09-23	11	closed	List of 190 Abbreviations in Dictionary
2014-09-23	10	closed	Special <ab> Tag Cases
2014-09-23	9	closed	Extract Pages With Issues (For Reference Purposes)
2014-09-17	8	closed	DualPluralStems (15Feb08)
2014-09-17	7	closed	Questions Regarding "Current markup of Monier Williams Sanskrit-English Dictionary"
2014-09-13	6	closed	Link to Source Text
2014-09-13	5	closed	Monier Williams Grammar Markup
2014-09-13	4	closed	Replica of Printed Fonts for Web Display
2014-08-18	3	closed	Title overlapping
2014-08-18	2	closed	"ṛi" > "ṛ" 
2014-07-09	1	closed	Error in latest digital editions (absent in older)
